filename,filepath,duration_sec,sample_rate_hz,snr_db,silence_ratio,overlap_ratio,overlap_segments,srmr,f0_mean_hz,f0_sd_hz,f0_min_hz,f0_max_hz,f0_range_hz,f0_range_st,f0_voiced_frac,hnr_db,shimmer_pct,jitter_local_pct,jitter_rap_pct,praat_pause_count,praat_pause_rate_per_min,praat_mean_pause_dur_sec,praat_total_pause_dur_sec,praat_pause_to_speech_ratio,praat_speaking_rate_syl_sec,praat_articulation_rate_syl_sec
4446-2273-0014.flac,/content/data/LibriSpeech/test-clean/4446/2273/4446-2273-0014.flac,2.39,16000,24.89,0.0,0.0,,10.2957,169.18,21.82,142.75,218.37,75.62,7.36,0.4788,9.53,7.5104,1.1243,0.4548,0,0.0,0.0,0.0,0.0,4.603,5.627
4446-2273-0015.flac,/content/data/LibriSpeech/test-clean/4446/2273/4446-2273-0015.flac,4.505,16000,33.02,0.14,0.0,,9.7027,197.07,59.21,128.4,339.09,210.69,16.81,0.4609,8.96,7.7999,1.8305,0.6671,2,26.637,0.4742,0.9485,0.2105,5.327,7.614
4446-2273-0016.flac,/content/data/LibriSpeech/test-clean/4446/2273/4446-2273-0016.flac,9.645,16000,19.2,0.0717,0.0,,10.837,194.4,37.86,77.76,307.37,229.61,23.79,0.5078,10.49,8.3472,1.4206,0.553,2,12.442,0.3745,0.749,0.0777,6.013,7.192
4446-2273-0017.flac,/content/data/LibriSpeech/test-clean/4446/2273/4446-2273-0017.flac,2.74,16000,27.42,0.0,0.0,,7.5663,153.08,15.18,84.81,212.65,127.84,15.91,0.572,11.48,8.6947,1.3317,0.427,1,21.898,0.386,0.386,0.1409,4.015,5.329
4446-2273-0018.flac,/content/data/LibriSpeech/test-clean/4446/2273/4446-2273-0018.flac,3.4,16000,35.59,0.1416,0.3333,40000-80000,7.2765,194.97,47.26,140.4,321.04,180.64,14.32,0.4659,10.17,9.0437,1.5474,0.4791,1,17.647,0.436,0.436,0.1282,5.882,7.716
4446-2273-0019.flac,/content/data/LibriSpeech/test-clean/4446/2273/4446-2273-0019.flac,3.115,16000,28.59,0.1748,0.0,,15.055,175.92,36.99,125.75,275.13,149.37,13.55,0.5065,10.86,10.8756,1.7742,0.6506,2,38.523,0.3868,0.7735,0.2483,5.136,8.772
4446-2273-0020.flac,/content/data/LibriSpeech/test-clean/4446/2273/4446-2273-0020.flac,2.74,16000,30.16,0.011,0.0,,7.6531,161.95,24.92,130.99,212.45,81.47,8.37,0.4723,8.85,8.4143,1.4719,0.5644,1,21.898,0.37,0.37,0.135,4.015,5.248
4446-2273-0021.flac,/content/data/LibriSpeech/test-clean/4446/2273/4446-2273-0021.flac,5.255,16000,28.87,0.1657,0.0,,10.1464,180.72,20.28,77.16,254.16,177.0,20.64,0.4483,10.69,8.4943,1.1292,0.4191,3,34.253,0.477,1.431,0.2723,5.138,7.061
4446-2273-0022.flac,/content/data/LibriSpeech/test-clean/4446/2273/4446-2273-0022.flac,5.865,16000,35.39,0.2821,0.0,,10.1293,187.36,29.71,147.36,267.17,119.81,10.3,0.4597,10.93,10.0548,1.58,0.6461,3,30.691,0.579,1.737,0.2962,5.286,8.573
4446-2273-0023.flac,/content/data/LibriSpeech/test-clean/4446/2273/4446-2273-0023.flac,6.1,16000,32.34,0.133,0.0,,11.4537,180.15,19.04,147.5,236.18,88.68,8.15,0.374,8.26,9.646,1.5453,0.5499,4,39.344,0.429,1.716,0.2813,5.246,7.491
4446-2273-0024.flac,/content/data/LibriSpeech/test-clean/4446/2273/4446-2273-0024.flac,4.825,16000,25.99,0.1187,0.0,,10.7946,179.61,50.01,127.14,369.4,242.26,18.46,0.5595,10.23,8.7003,1.3942,0.4725,2,24.87,0.4103,0.8205,0.1701,5.389,7.127
4446-2273-0025.flac,/content/data/LibriSpeech/test-clean/4446/2273/4446-2273-0025.flac,4.83,16000,31.03,0.1677,0.0,,8.5868,157.04,29.43,77.04,395.98,318.94,28.34,0.5354,10.97,8.9645,1.325,0.473,1,12.422,0.647,0.647,0.134,6.625,8.584
4446-2273-0026.flac,/content/data/LibriSpeech/test-clean/4446/2273/4446-2273-0026.flac,1.95,16000,25.36,0.1385,0.0,,11.7726,235.03,34.03,189.02,314.89,125.87,8.84,0.5417,13.21,7.5651,1.4833,0.6206,0,0.0,0.0,0.0,0.0,5.128,6.579
4446-2273-0027.flac,/content/data/LibriSpeech/test-clean/4446/2273/4446-2273-0027.flac,3.76,16000,33.56,0.144,0.0,,9.1282,184.46,30.94,133.86,254.1,120.25,11.1,0.4584,8.67,9.6198,1.6155,0.5192,2,31.915,0.32,0.64,0.1702,5.053,6.597
4446-2273-0028.flac,/content/data/LibriSpeech/test-clean/4446/2273/4446-2273-0028.flac,5.405,16000,23.47,0.1222,0.0,,8.8686,168.82,42.33,131.84,363.9,232.06,17.58,0.4469,8.1,10.464,2.1985,0.8142,3,33.302,0.3702,1.1105,0.2055,5.365,7.279
4446-2273-0029.flac,/content/data/LibriSpeech/test-clean/4446/2273/4446-2273-0029.flac,3.3,16000,27.5,0.0455,0.0,,7.2792,190.54,37.77,134.84,258.77,123.93,11.28,0.4495,8.6,8.9554,1.4102,0.5429,1,18.182,0.37,0.37,0.1121,6.364,8.523
4446-2273-0030.flac,/content/data/LibriSpeech/test-clean/4446/2273/4446-2273-0030.flac,2.885,16000,35.56,0.25,0.3333,40000-80000,7.9493,171.19,24.81,140.31,236.45,96.14,9.03,0.5895,12.32,9.3811,1.9024,0.799,2,41.594,0.3705,0.741,0.2568,4.506,6.063
4446-2273-0031.flac,/content/data/LibriSpeech/test-clean/4446/2273/4446-2273-0031.flac,1.795,16000,31.93,0.2373,0.3333,40000-80000,8.3543,198.7,62.0,75.59,302.01,226.42,23.98,0.2443,4.93,12.2782,2.0804,0.3954,1,33.426,0.4175,0.4175,0.2326,4.457,8.475
4446-2273-0032.flac,/content/data/LibriSpeech/test-clean/4446/2273/4446-2273-0032.flac,7.835,16000,34.68,0.2605,0.0,,8.0065,167.71,26.67,130.13,261.31,131.18,12.07,0.3462,8.05,10.2845,1.4431,0.4708,4,30.632,0.6267,2.507,0.32,5.233,7.983
4446-2273-0033.flac,/content/data/LibriSpeech/test-clean/4446/2273/4446-2273-0033.flac,3.3,16000,33.8,0.0545,0.0,,10.5351,170.11,18.75,132.99,212.73,79.74,8.13,0.4618,10.12,8.8264,1.3526,0.5363,2,36.364,0.546,1.092,0.3309,4.545,6.793
4446-2273-0034.flac,/content/data/LibriSpeech/test-clean/4446/2273/4446-2273-0034.flac,3.59,16000,33.43,0.1597,0.0,,8.4343,170.44,36.86,134.86,449.25,314.38,20.83,0.4607,9.38,10.8094,2.0074,0.7924,1,16.713,0.483,0.483,0.1345,5.85,7.415
4446-2273-0035.flac,/content/data/LibriSpeech/test-clean/4446/2273/4446-2273-0035.flac,6.15,16000,34.41,0.2927,0.0,,11.6771,162.09,12.69,139.45,201.55,62.09,6.38,0.3709,9.3,10.0212,1.3948,0.4796,6,58.537,0.4725,2.835,0.461,4.878,10.838
4446-2273-0036.flac,/content/data/LibriSpeech/test-clean/4446/2273/4446-2273-0036.flac,3.12,16000,34.0,0.2885,0.0,,8.9838,157.1,12.74,134.97,181.43,46.46,5.12,0.3172,8.51,8.4577,1.5819,0.4948,2,38.462,0.432,0.864,0.2769,5.449,7.535
4446-2275-0000.flac,/content/data/LibriSpeech/test-clean/4446/2275/4446-2275-0000.flac,6.34,16000,22.6,0.1469,0.0,,8.0828,171.25,28.95,121.79,378.68,256.89,19.64,0.4564,8.35,8.7443,1.7206,0.6352,1,9.464,0.432,0.432,0.0681,5.994,7.445
4446-2275-0001.flac,/content/data/LibriSpeech/test-clean/4446/2275/4446-2275-0001.flac,4.66,16000,16.99,0.0387,0.0,,8.6465,160.64,20.4,130.25,216.19,85.93,8.77,0.4752,7.86,9.0191,1.7528,0.7053,0,0.0,0.0,0.0,0.0,6.223,7.053
4446-2275-0002.flac,/content/data/LibriSpeech/test-clean/4446/2275/4446-2275-0002.flac,7.675,16000,28.87,0.1451,0.0,,8.7598,166.74,21.75,134.45,303.15,168.7,14.08,0.4987,9.27,9.1788,1.7869,0.6514,4,31.27,0.4027,1.611,0.2099,5.733,7.555
4446-2275-0003.flac,/content/data/LibriSpeech/test-clean/4446/2275/4446-2275-0003.flac,2.06,16000,34.82,0.25,0.3333,40000-80000,7.137,175.08,34.8,131.04,225.5,94.47,9.4,0.4384,9.69,10.0618,1.4709,0.6471,1,29.126,0.454,0.454,0.2204,4.854,7.353
4446-2275-0004.flac,/content/data/LibriSpeech/test-clean/4446/2275/4446-2275-0004.flac,2.11,16000,34.53,0.2429,0.3333,40000-80000,7.9095,188.19,38.2,142.49,272.5,130.01,11.22,0.4155,9.44,8.4178,1.8116,0.8178,1,28.436,0.567,0.567,0.2687,4.265,6.541
4446-2275-0005.flac,/content/data/LibriSpeech/test-clean/4446/2275/4446-2275-0005.flac,4.445,16000,15.9,0.0676,0.0,,12.4465,186.81,27.54,133.83,247.11,113.28,10.62,0.5488,9.83,9.6431,1.4927,0.5577,0,0.0,0.0,0.0,0.0,6.074,7.031
4446-2275-0006.flac,/content/data/LibriSpeech/test-clean/4446/2275/4446-2275-0006.flac,3.54,16000,17.42,0.0847,0.0,,13.1992,175.13,26.76,143.13,288.1,144.97,12.11,0.5698,8.32,8.2826,1.5954,0.638,1,16.949,0.354,0.354,0.1,5.932,7.374
4446-2275-0007.flac,/content/data/LibriSpeech/test-clean/4446/2275/4446-2275-0007.flac,8.975,16000,22.92,0.1104,0.0,,9.9853,164.97,20.57,74.95,232.56,157.61,19.6,0.4866,8.74,7.3132,1.4845,0.5469,3,20.056,0.3545,1.0635,0.1185,6.351,7.882
4446-2275-0008.flac,/content/data/LibriSpeech/test-clean/4446/2275/4446-2275-0008.flac,4.13,16000,36.49,0.1898,0.0,,9.3856,215.4,60.2,132.59,496.67,364.08,22.86,0.5171,9.04,9.2966,2.2376,0.7862,2,29.056,0.4245,0.849,0.2056,5.811,8.333
4446-2275-0009.flac,/content/data/LibriSpeech/test-clean/4446/2275/4446-2275-0009.flac,2.09,16000,37.45,0.2029,0.3333,40000-80000,7.4587,164.88,16.86,137.42,215.59,78.17,7.8,0.4878,8.95,9.1711,2.041,0.8414,1,28.708,0.533,0.533,0.255,5.263,7.725
4446-2275-0010.flac,/content/data/LibriSpeech/test-clean/4446/2275/4446-2275-0010.flac,3.735,16000,32.22,0.0,0.0,,7.7488,155.91,9.33,134.76,181.5,46.75,5.16,0.5405,10.16,7.9792,1.3941,0.5178,1,16.064,0.5155,0.5155,0.138,5.087,6.35
4446-2275-0011.flac,/content/data/LibriSpeech/test-clean/4446/2275/4446-2275-0011.flac,2.435,16000,36.76,0.2346,0.0,,9.7794,157.52,11.51,140.07,179.52,39.44,4.3,0.4583,11.48,6.5991,1.8487,0.7984,1,24.641,0.5615,0.5615,0.2306,4.107,6.01
4446-2275-0012.flac,/content/data/LibriSpeech/test-clean/4446/2275/4446-2275-0012.flac,6.025,16000,31.82,0.02,0.0,,7.2683,159.98,13.4,135.8,213.05,77.26,7.8,0.3907,8.43,8.6533,1.4928,0.5549,3,29.876,0.4457,1.337,0.2219,5.311,7.067
4446-2275-0013.flac,/content/data/LibriSpeech/test-clean/4446/2275/4446-2275-0013.flac,3.65,16000,32.01,0.1488,0.3333,40000-80000,9.0738,170.07,35.08,145.57,395.79,250.21,17.32,0.4392,8.23,10.8316,1.8468,0.7426,1,16.438,0.593,0.593,0.1625,6.301,8.214
4446-2275-0014.flac,/content/data/LibriSpeech/test-clean/4446/2275/4446-2275-0014.flac,2.51,16000,31.82,0.0,0.3333,40000-80000,8.1464,165.9,15.06,131.96,200.14,68.17,7.21,0.3992,8.71,9.4722,1.3551,0.5183,1,23.904,0.551,0.551,0.2195,4.781,7.075
4446-2275-0015.flac,/content/data/LibriSpeech/test-clean/4446/2275/4446-2275-0015.flac,2.98,16000,32.93,0.1212,0.0,,9.0697,162.92,15.7,139.85,203.95,64.1,6.53,0.4983,9.44,8.4152,1.3504,0.4697,2,40.268,0.378,0.756,0.2537,4.698,6.295
4446-2275-0016.flac,/content/data/LibriSpeech/test-clean/4446/2275/4446-2275-0016.flac,7.3,16000,35.11,0.07,0.0,,10.1296,165.21,30.79,139.87,403.98,264.11,18.36,0.4292,9.57,8.4568,1.2057,0.4402,4,32.877,0.5805,2.322,0.3181,4.795,7.292
4446-2275-0017.flac,/content/data/LibriSpeech/test-clean/4446/2275/4446-2275-0017.flac,2.475,16000,38.96,0.2439,0.0,,8.5032,167.43,20.57,127.55,197.34,69.79,7.56,0.459,8.94,8.4784,1.9465,0.8198,2,48.485,0.3147,0.6295,0.2543,5.657,8.413
4446-2275-0018.flac,/content/data/LibriSpeech/test-clean/4446/2275/4446-2275-0018.flac,2.315,16000,29.3,0.039,0.0,,8.9808,167.61,18.28,135.49,205.59,70.1,7.22,0.5175,10.17,8.8549,1.7445,0.6422,0,0.0,0.0,0.0,0.0,4.752,6.031
4446-2275-0019.flac,/content/data/LibriSpeech/test-clean/4446/2275/4446-2275-0019.flac,4.93,16000,28.18,0.1524,0.0,,9.4622,180.94,47.32,139.19,485.05,345.86,21.61,0.5235,10.32,7.3034,1.4589,0.5357,1,12.17,0.337,0.337,0.0684,5.68,7.231
4446-2275-0020.flac,/content/data/LibriSpeech/test-clean/4446/2275/4446-2275-0020.flac,2.72,16000,37.71,0.2889,0.0,,11.4749,170.92,25.14,140.33,229.41,89.07,8.51,0.4312,8.41,8.9925,1.6891,0.7236,2,44.118,0.432,0.864,0.3176,4.412,6.466
4446-2275-0021.flac,/content/data/LibriSpeech/test-clean/4446/2275/4446-2275-0021.flac,5.05,16000,33.95,0.3631,0.3333,40000-80000,9.5746,156.74,18.85,77.15,200.71,123.56,16.55,0.2315,5.7,13.3628,2.7808,0.9868,4,47.525,0.5345,2.138,0.4234,4.158,7.631
4446-2275-0022.flac,/content/data/LibriSpeech/test-clean/4446/2275/4446-2275-0022.flac,3.28,16000,33.1,0.0,0.3333,40000-80000,7.378,187.68,36.95,121.79,450.06,328.27,22.63,0.5077,9.72,9.9606,1.6935,0.6718,2,36.585,0.44,0.88,0.2683,4.878,6.667
4446-2275-0023.flac,/content/data/LibriSpeech/test-clean/4446/2275/4446-2275-0023.flac,3.805,16000,38.2,0.1746,0.3333,40000-80000,11.2189,168.48,34.21,97.22,378.03,280.81,23.51,0.504,10.81,7.3701,1.5065,0.6268,1,15.769,0.6145,0.6145,0.1615,5.519,7.415
4446-2275-0024.flac,/content/data/LibriSpeech/test-clean/4446/2275/4446-2275-0024.flac,2.395,16000,27.51,0.0127,0.0,,7.5805,159.33,15.75,141.85,208.68,66.83,6.68,0.3983,7.9,8.5669,1.8948,0.8122,1,25.052,0.3095,0.3095,0.1292,6.263,8.296
4446-2275-0025.flac,/content/data/LibriSpeech/test-clean/4446/2275/4446-2275-0025.flac,2.16,16000,32.69,0.0139,0.0,,9.5813,196.74,30.25,83.84,266.1,182.25,19.99,0.5305,9.55,9.2413,2.0746,0.7861,2,55.556,0.352,0.704,0.3259,4.63,6.868
4446-2275-0026.flac,/content/data/LibriSpeech/test-clean/4446/2275/4446-2275-0026.flac,5.495,16000,32.52,0.1858,0.0,,7.4042,174.31,31.19,76.0,384.54,308.54,28.07,0.4359,9.48,8.0417,1.4727,0.5035,3,32.757,0.3437,1.031,0.1876,5.278,6.738
4446-2275-0027.flac,/content/data/LibriSpeech/test-clean/4446/2275/4446-2275-0027.flac,2.995,16000,31.87,0.0,0.0,,6.9284,190.92,69.24,140.63,480.12,339.49,21.26,0.5034,11.78,7.0636,1.6453,0.6295,2,40.067,0.4095,0.819,0.2735,6.01,8.272
4446-2275-0028.flac,/content/data/LibriSpeech/test-clean/4446/2275/4446-2275-0028.flac,3.575,16000,32.91,0.1345,0.3333,40000-80000,6.8826,173.87,14.86,143.63,231.55,87.92,8.27,0.4746,8.47,9.258,1.7466,0.7086,1,16.783,0.4515,0.4515,0.1263,4.755,6.439
4446-2275-0029.flac,/content/data/LibriSpeech/test-clean/4446/2275/4446-2275-0029.flac,6.28,16000,32.15,0.0,0.0,,6.3623,174.22,27.51,141.16,285.88,144.72,12.22,0.496,9.86,9.2526,1.5198,0.6357,3,28.662,0.4347,1.304,0.2076,5.096,6.734
4446-2275-0030.flac,/content/data/LibriSpeech/test-clean/4446/2275/4446-2275-0030.flac,2.665,16000,33.4,0.0455,0.3333,40000-80000,9.4459,142.31,26.02,80.29,188.41,108.12,14.77,0.4335,7.65,9.996,1.8242,0.7738,2,45.028,0.3565,0.713,0.2675,4.503,6.148
4446-2275-0031.flac,/content/data/LibriSpeech/test-clean/4446/2275/4446-2275-0031.flac,3.055,16000,35.81,0.2277,0.3333,40000-80000,9.8012,167.72,14.46,144.8,197.39,52.59,5.36,0.394,9.39,8.1313,1.5186,0.6321,2,39.28,0.5238,1.0475,0.3429,3.928,6.696
4446-2275-0032.flac,/content/data/LibriSpeech/test-clean/4446/2275/4446-2275-0032.flac,3.245,16000,35.3,0.2407,0.0,,7.5269,169.76,17.7,141.16,203.46,62.3,6.33,0.514,12.02,8.9753,1.3781,0.5117,1,18.49,0.592,0.592,0.1824,4.314,6.481
4446-2275-0033.flac,/content/data/LibriSpeech/test-clean/4446/2275/4446-2275-0033.flac,7.06,16000,23.64,0.0809,0.3333,40000-80000,12.8363,189.52,26.93,141.87,421.49,279.63,18.85,0.6102,10.52,8.4418,1.6052,0.6679,3,25.496,0.3853,1.156,0.1637,5.949,7.457
4446-2275-0034.flac,/content/data/LibriSpeech/test-clean/4446/2275/4446-2275-0034.flac,3.08,16000,32.91,0.1667,0.3333,40000-80000,9.4378,208.38,44.55,141.14,327.95,186.81,14.6,0.5148,9.58,8.9392,1.6999,0.6405,1,19.481,0.304,0.304,0.0987,4.545,6.206
4446-2275-0035.flac,/content/data/LibriSpeech/test-clean/4446/2275/4446-2275-0035.flac,4.075,16000,36.7,0.1333,0.3333,40000-80000,9.946,172.16,27.18,142.15,250.2,108.06,9.79,0.5421,9.25,8.746,1.3403,0.4348,1,14.724,0.5015,0.5015,0.1231,4.908,6.345
4446-2275-0036.flac,/content/data/LibriSpeech/test-clean/4446/2275/4446-2275-0036.flac,2.905,16000,34.94,0.0625,0.0,,7.6001,226.89,54.13,156.97,486.81,329.84,19.59,0.5923,12.87,8.2094,1.3169,0.5024,2,41.308,0.3565,0.713,0.2454,6.196,8.212
4446-2275-0037.flac,/content/data/LibriSpeech/test-clean/4446/2275/4446-2275-0037.flac,2.09,16000,32.65,0.1884,0.0,,8.2904,219.37,35.12,163.22,298.49,135.26,10.45,0.5512,10.59,8.6287,1.9831,0.7208,0,0.0,0.0,0.0,0.0,5.263,7.555
4446-2275-0038.flac,/content/data/LibriSpeech/test-clean/4446/2275/4446-2275-0038.flac,4.53,16000,31.67,0.1854,0.0,,8.2968,248.99,47.28,86.68,380.98,294.31,25.63,0.4533,10.4,5.7225,1.3654,0.542,1,13.245,0.625,0.625,0.138,4.636,6.31
4446-2275-0039.flac,/content/data/LibriSpeech/test-clean/4446/2275/4446-2275-0039.flac,1.9,16000,37.03,0.3175,0.3333,40000-80000,9.4958,182.25,29.21,82.09,218.7,136.61,16.96,0.4813,11.97,7.2123,1.9354,0.7631,1,31.579,0.39,0.39,0.2053,4.211,6.329
4446-2275-0040.flac,/content/data/LibriSpeech/test-clean/4446/2275/4446-2275-0040.flac,6.965,16000,24.56,0.1034,0.0,,8.6099,203.25,31.61,91.39,362.84,271.45,23.87,0.5065,8.85,8.6291,1.7176,0.7073,3,25.844,0.391,1.173,0.1684,6.174,7.424
4446-2275-0041.flac,/content/data/LibriSpeech/test-clean/4446/2275/4446-2275-0041.flac,4.755,16000,33.87,0.0063,0.0,,11.6175,206.38,32.24,144.74,318.7,173.95,13.66,0.5042,11.69,9.7314,1.341,0.5606,3,37.855,0.385,1.155,0.2429,5.047,6.881
4446-2275-0042.flac,/content/data/LibriSpeech/test-clean/4446/2275/4446-2275-0042.flac,5.4,16000,33.51,0.0444,0.0,,10.6961,196.31,30.59,152.11,273.78,121.67,10.18,0.3985,10.27,8.4429,1.6948,0.6573,4,44.444,0.534,2.136,0.3956,4.259,7.047
4446-2275-0043.flac,/content/data/LibriSpeech/test-clean/4446/2275/4446-2275-0043.flac,5.88,16000,30.09,0.0,0.0,,4.7138,166.87,19.2,77.36,229.39,152.03,18.82,0.4444,8.69,9.7267,1.6828,0.7298,3,30.612,0.4987,1.496,0.2544,5.782,8.111
4446-2275-0044.flac,/content/data/LibriSpeech/test-clean/4446/2275/4446-2275-0044.flac,2.615,16000,28.28,0.0,0.0,,3.7734,185.5,46.79,145.78,410.85,265.07,17.94,0.3953,6.85,12.0988,2.1408,1.0544,1,22.945,0.4995,0.4995,0.191,5.736,8.152
4446-2275-0045.flac,/content/data/LibriSpeech/test-clean/4446/2275/4446-2275-0045.flac,2.635,16000,26.91,0.0,0.0,,6.136,181.95,16.42,158.37,240.36,81.98,7.22,0.3808,7.17,8.9677,2.0723,0.939,1,22.77,0.3735,0.3735,0.1417,7.211,8.996
4507-16021-0000.flac,/content/data/LibriSpeech/test-clean/4507/16021/4507-16021-0000.flac,2.59,16000,37.99,0.3953,0.0,,16.3795,192.5,13.51,172.67,222.06,49.4,4.36,0.4314,16.67,6.2256,1.2626,0.5835,2,46.332,0.4595,0.919,0.3548,3.089,5.618
4507-16021-0001.flac,/content/data/LibriSpeech/test-clean/4507/16021/4507-16021-0001.flac,11.32,16000,42.84,0.3183,0.1667,40000-80000,16.2443,213.67,30.62,170.24,343.8,173.56,12.17,0.4934,18.14,7.2097,1.4521,0.6171,8,42.403,0.565,4.52,0.3993,3.18,5.784
4507-16021-0002.flac,/content/data/LibriSpeech/test-clean/4507/16021/4507-16021-0002.flac,3.185,16000,42.15,0.3302,0.0,,13.8098,203.43,22.13,164.65,273.2,108.55,8.77,0.4635,15.96,7.0806,1.6467,0.7768,3,56.515,0.411,1.233,0.3871,4.082,6.66
4507-16021-0003.flac,/content/data/LibriSpeech/test-clean/4507/16021/4507-16021-0003.flac,4.895,16000,39.08,0.3865,0.3333,40000-80000,12.1459,207.58,26.22,168.91,294.39,125.48,9.62,0.393,14.44,9.6297,1.6461,0.6411,5,61.287,0.499,2.495,0.5097,3.269,6.667
4507-16021-0004.flac,/content/data/LibriSpeech/test-clean/4507/16021/4507-16021-0004.flac,2.135,16000,42.24,0.3239,0.3333,40000-80000,12.3942,238.72,39.79,195.31,412.41,217.1,12.94,0.4286,14.78,8.026,1.2648,0.4456,2,56.206,0.4195,0.839,0.393,3.747,6.173
4507-16021-0005.flac,/content/data/LibriSpeech/test-clean/4507/16021/4507-16021-0005.flac,4.21,16000,36.09,0.1929,0.0,,14.4316,211.99,40.22,87.01,306.03,219.03,21.77,0.4689,15.99,9.0822,1.523,0.6592,2,28.504,0.489,0.978,0.2323,5.463,7.116
4507-16021-0006.flac,/content/data/LibriSpeech/test-clean/4507/16021/4507-16021-0006.flac,2.11,16000,36.55,0.2286,0.0,,19.0151,227.11,37.77,119.93,275.63,155.7,14.41,0.5507,18.04,7.4785,1.3037,0.5122,1,28.436,0.359,0.359,0.1701,5.687,7.353
4507-16021-0007.flac,/content/data/LibriSpeech/test-clean/4507/16021/4507-16021-0007.flac,2.63,16000,39.66,0.2069,0.0,,13.9533,201.52,17.59,167.66,241.23,73.57,6.3,0.4962,14.92,7.8217,1.3764,0.644,1,22.814,0.467,0.467,0.1776,5.323,7.056
4507-16021-0008.flac,/content/data/LibriSpeech/test-clean/4507/16021/4507-16021-0008.flac,3.59,16000,40.12,0.3277,0.3333,40000-80000,10.902,230.38,57.05,101.4,306.61,205.21,19.16,0.3652,13.75,7.7027,1.5256,0.6563,3,50.139,0.53,1.59,0.4429,4.178,8.224
4507-16021-0009.flac,/content/data/LibriSpeech/test-clean/4507/16021/4507-16021-0009.flac,11.305,16000,39.51,0.2553,0.0,,13.7674,235.01,36.2,168.96,372.34,203.38,13.68,0.5386,16.99,8.1728,1.438,0.6085,6,31.844,0.5188,3.113,0.2754,4.954,6.958
4507-16021-0010.flac,/content/data/LibriSpeech/test-clean/4507/16021/4507-16021-0010.flac,15.165,16000,36.0,0.202,0.1667,40000-80000;280000-320000,14.0608,220.9,47.1,169.5,497.12,327.62,18.63,0.5254,15.63,7.8898,1.6182,0.7282,6,23.739,0.4822,2.893,0.1908,5.407,7.395
4507-16021-0011.flac,/content/data/LibriSpeech/test-clean/4507/16021/4507-16021-0011.flac,5.615,16000,32.85,0.1711,0.0,,15.1457,204.34,44.35,81.57,375.49,293.92,26.43,0.5789,16.32,8.271,1.6871,0.7518,2,21.371,0.4715,0.943,0.1679,5.343,6.421
4507-16021-0012.flac,/content/data/LibriSpeech/test-clean/4507/16021/4507-16021-0012.flac,2.735,16000,34.55,0.2747,0.3333,40000-80000,13.9961,233.67,28.24,176.59,344.41,167.82,11.56,0.5111,16.12,8.3393,1.752,0.6541,1,21.938,0.5675,0.5675,0.2075,4.753,7.665
4507-16021-0013.flac,/content/data/LibriSpeech/test-clean/4507/16021/4507-16021-0013.flac,10.44,16000,36.59,0.1868,0.1667,40000-80000,13.2119,198.97,38.75,82.84,276.19,193.36,20.85,0.561,15.79,8.127,1.9018,0.881,4,22.989,0.502,2.008,0.1923,4.981,6.448
4507-16021-0014.flac,/content/data/LibriSpeech/test-clean/4507/16021/4507-16021-0014.flac,6.115,16000,40.68,0.3842,0.3333,40000-80000,12.0961,233.86,52.08,84.07,376.11,292.05,25.94,0.3503,14.82,7.1687,1.5694,0.6227,5,49.06,0.5574,2.787,0.4558,3.107,5.709
4507-16021-0015.flac,/content/data/LibriSpeech/test-clean/4507/16021/4507-16021-0015.flac,3.86,16000,38.25,0.2422,0.3333,40000-80000,13.0586,227.73,31.44,178.56,290.15,111.6,8.41,0.53,15.55,8.0551,1.6625,0.8219,3,46.632,0.4067,1.22,0.3161,4.145,6.061
4507-16021-0016.flac,/content/data/LibriSpeech/test-clean/4507/16021/4507-16021-0016.flac,17.265,16000,41.72,0.2939,0.1667,40000-80000;400000-440000,14.5517,216.88,37.1,86.21,489.26,403.05,30.06,0.4916,17.71,7.3017,1.3805,0.5469,10,34.752,0.6049,6.049,0.3504,4.228,7.242
4507-16021-0017.flac,/content/data/LibriSpeech/test-clean/4507/16021/4507-16021-0017.flac,10.585,16000,34.69,0.179,0.1667,40000-80000,14.4746,220.42,42.46,158.85,490.87,332.02,19.53,0.5839,18.48,7.8964,1.3207,0.5288,4,22.674,0.5423,2.169,0.2049,5.857,7.812
4507-16021-0018.flac,/content/data/LibriSpeech/test-clean/4507/16021/4507-16021-0018.flac,3.375,16000,38.17,0.2321,0.0,,16.2713,229.61,44.61,187.78,470.64,282.86,15.91,0.488,16.39,7.0338,1.4857,0.6379,2,35.556,0.3195,0.639,0.1893,4.741,6.803
4507-16021-0019.flac,/content/data/LibriSpeech/test-clean/4507/16021/4507-16021-0019.flac,2.93,16000,39.22,0.268,0.3333,40000-80000,10.5994,223.6,35.71,191.91,333.6,141.68,9.57,0.4483,14.86,10.0885,2.089,0.9162,2,40.956,0.465,0.93,0.3174,4.437,6.5
4507-16021-0020.flac,/content/data/LibriSpeech/test-clean/4507/16021/4507-16021-0020.flac,22.5,16000,38.96,0.2333,0.0556,40000-80000,14.0942,213.35,42.88,107.18,477.98,370.8,25.88,0.5309,16.94,7.6583,1.6813,0.6678,12,32.0,0.563,6.756,0.3003,5.067,8.024
4507-16021-0021.flac,/content/data/LibriSpeech/test-clean/4507/16021/4507-16021-0021.flac,14.48,16000,40.54,0.2676,0.1111,40000-80000,14.1338,213.3,31.16,160.46,319.36,158.9,11.92,0.4706,15.68,8.3492,1.7748,0.7716,7,29.006,0.6789,4.752,0.3282,4.075,6.325
